ok,status,latency_ms,tokens_generated
True,200,6933.3436489105225,150
True,200,6938.717842102051,150
True,200,6903.860569000244,150
True,200,6867.6347732543945,150
True,200,5370.134115219116,150
True,200,3498.110055923462,150
True,200,4223.860740661621,150
True,200,3448.1325149536133,150
True,200,3294.4228649139404,150
True,200,3443.7201023101807,150
True,200,4257.567644119263,150
True,200,3443.9334869384766,150
True,200,3214.618682861328,150
True,200,3416.5072441101074,150
True,200,3257.397174835205,150
True,200,3445.5296993255615,150
True,200,3274.1758823394775,150
True,200,3574.6798515319824,150
True,200,3348.747730255127,150
True,200,3450.446367263794,150
True,200,3246.225118637085,150
True,200,3464.583396911621,150
True,200,3177.943706512451,150
True,200,3466.3150310516357,150
True,200,3235.0072860717773,150
True,200,3485.419511795044,150
True,200,3199.889898300171,150
True,200,3421.1161136627197,150
True,200,3329.990863800049,150
True,200,3447.6535320281982,150
True,200,3188.849687576294,150
True,200,3641.7813301086426,150
True,200,3264.1513347625732,150
True,200,3233.3528995513916,150
True,200,3308.8815212249756,150
True,200,3433.2244396209717,150
True,200,3198.869466781616,150
True,200,3459.08260345459,150
True,200,3196.117639541626,150
True,200,3064.018726348877,150
True,200,3579.5936584472656,150
True,200,3387.3202800750732,150
True,200,3319.8678493499756,150
True,200,3223.963975906372,150
True,200,3448.16517829895,150
True,200,3289.2956733703613,150
True,200,3418.4648990631104,150
True,200,3252.912759780884,150
True,200,3474.0993976593018,150
True,200,3210.9375,150
True,200,3420.6902980804443,150
True,200,3255.0432682037354,150
True,200,3452.6824951171875,150
True,200,3219.1321849823,150
True,200,3459.6526622772217,150
True,200,3247.607469558716,150
True,200,3461.2808227539062,150
True,200,3312.694549560547,150
True,200,3452.0554542541504,150
True,200,3311.4843368530273,150
True,200,3430.906057357788,150
True,200,3352.9539108276367,150
True,200,3465.822696685791,150
True,200,3246.236562728882,150
True,200,3428.509473800659,150
True,200,4133.608102798462,150
True,200,3456.773042678833,150
True,200,3246.476173400879,150
True,200,3465.251684188843,150
True,200,3289.8292541503906,150
True,200,3447.299003601074,150
True,200,3223.421812057495,150
True,200,3525.522232055664,150
True,200,3190.4726028442383,150
True,200,3398.627281188965,150
True,200,3213.7770652770996,150
True,200,3464.6613597869873,150
True,200,3285.76397895813,150
True,200,3481.273651123047,150
True,200,3246.1071014404297,150
True,200,2938.75789642334,150
True,200,3732.9108715057373,150
True,200,3212.1763229370117,150
True,200,3543.330192565918,150
True,200,3219.548463821411,150
True,200,3384.242296218872,150
True,200,3341.742515563965,150
True,200,3442.4378871917725,150
True,200,3284.1763496398926,150
True,200,3463.059663772583,150
True,200,3192.122459411621,150
True,200,3442.6844120025635,150
True,200,3238.8577461242676,150
True,200,3463.1855487823486,150
True,200,3237.1528148651123,150
True,200,3424.358129501343,150
True,200,3255.584716796875,150
True,200,3458.4598541259766,150
True,200,3187.798023223877,150
True,200,3440.98162651062,150
True,200,3271.285057067871,150
True,200,3414.9508476257324,150
True,200,3269.885301589966,150
True,200,3474.653959274292,150
True,200,3151.5393257141113,150
True,200,3437.148332595825,150
True,200,3334.2416286468506,150
True,200,3439.97859954834,150
True,200,3182.3034286499023,150
True,200,3440.7222270965576,150
True,200,3269.725799560547,150
True,200,3468.770980834961,150
True,200,3221.851110458374,150
True,200,3030.7412147521973,150
True,200,3640.4476165771484,150
True,200,3205.8727741241455,150
True,200,3508.1279277801514,150
True,200,3303.825616836548,150
True,200,3439.074754714966,150
True,200,3224.2519855499268,150
True,200,3375.8037090301514,150
True,200,3192.0289993286133,150
True,200,3451.37619972229,150
True,200,3259.8888874053955,150
True,200,3461.942434310913,150
True,200,3257.810592651367,150
True,200,3456.0742378234863,150
True,200,3302.096128463745,150
True,200,3448.6894607543945,150
True,200,3317.6283836364746,150
True,200,3428.5130500793457,150
True,200,3236.0804080963135,150
True,200,3462.3043537139893,150
True,200,3245.138168334961,150
True,200,3408.289670944214,150
True,200,3283.031225204468,150
True,200,3564.711809158325,150
True,200,3195.6746578216553,150
True,200,3338.2577896118164,150
True,200,3268.7275409698486,150
True,200,3453.2198905944824,150
True,200,3200.5271911621094,150
True,200,3452.4033069610596,150
True,200,3273.489475250244,150
True,200,3472.238779067993,150
True,200,3291.231870651245,150
True,200,2895.5636024475098,150
True,200,3751.1184215545654,150
True,200,3523.895025253296,150
True,200,3380.486011505127,150
True,200,3407.2201251983643,150
True,200,4461.9011878967285,150
True,200,3395.1785564422607,150
True,200,3147.5484371185303,150
True,200,3450.2978324890137,150
True,200,3318.291664123535,150
True,200,3490.0989532470703,150
True,200,3166.2039756774902,150
True,200,2919.414758682251,150
True,200,3854.584217071533,150
True,200,3083.9617252349854,150
True,200,3610.3808879852295,150
True,200,3335.268497467041,150
True,200,3513.237476348877,150
True,200,3445.4803466796875,150
True,200,4509.378671646118,150
True,200,3443.5513019561768,150
True,200,3274.5163440704346,150
True,200,3452.1031379699707,150
True,200,3211.676597595215,150
True,200,3471.1008071899414,150
True,200,3287.628412246704,150
True,200,2911.472797393799,150
True,200,3765.34104347229,150
True,200,3101.412296295166,150
True,200,3533.2610607147217,150
True,200,3292.780876159668,150
True,200,3335.5023860931396,150
True,200,3287.135124206543,150
True,200,3450.728416442871,150
True,200,3255.2437782287598,150
True,200,3446.347713470459,150
True,200,3207.3981761932373,150
True,200,3458.0249786376953,150
True,200,3298.826217651367,150
True,200,3438.8227462768555,150
True,200,3280.1859378814697,150
True,200,3491.497755050659,150
True,200,3226.170063018799,150
True,200,3438.5275840759277,150
True,200,3208.5461616516113,150
True,200,3495.950698852539,150
True,200,3262.908935546875,150
True,200,3428.844928741455,150
True,200,3242.111921310425,150
True,200,3648.6141681671143,150
True,200,3318.030595779419,150
True,200,3265.5556201934814,150
True,200,3296.0731983184814,150
True,200,3423.5360622406006,150
True,200,3310.861825942993,150
True,200,3495.332956314087,150
True,200,4158.803701400757,150
True,200,3471.498966217041,150
True,200,3208.790063858032,150
True,200,3462.466239929199,150
True,200,3421.2746620178223,150
True,200,3412.0771884918213,150
True,200,3187.885284423828,150
True,200,3597.2142219543457,150
True,200,3446.1793899536133,150
True,200,3490.534782409668,150
True,200,3172.46675491333,150
True,200,3537.2190475463867,150
True,200,3358.927011489868,150
True,200,3390.0411128997803,150
True,200,3443.6862468719482,150
True,200,2804.9089908599854,150
True,200,3497.6682662963867,150
True,200,3357.2816848754883,150
True,200,3493.340015411377,150
True,200,3441.707134246826,150
True,200,4507.705926895142,150
True,200,3461.329698562622,150
True,200,3432.9164028167725,150
True,200,3423.9463806152344,150
True,200,3228.238582611084,150
True,200,3627.873420715332,150
True,200,3187.694311141968,150
True,200,2908.0915451049805,150
True,200,3864.3200397491455,150
True,200,3524.4359970092773,150
True,200,3255.2034854888916,150
True,200,3370.598316192627,150
True,200,3125.0171661376953,150
True,200,3502.488613128662,150
True,200,4750.721216201782,150
True,200,3191.4429664611816,150
True,200,2784.9223613739014,150
True,200,3191.3037300109863,150
True,200,3494.5342540740967,150
True,200,3499.0668296813965,150
True,200,3447.8814601898193,150
True,200,3207.6566219329834,150
True,200,3715.8167362213135,150
True,200,3219.1219329833984,150
True,200,3240.6861782073975,150
True,200,3266.235589981079,150
True,200,3481.464147567749,150
True,200,3261.4099979400635,150
True,200,3445.2121257781982,150
True,200,3245.0156211853027,150
True,200,3533.0147743225098,150
True,200,3192.401647567749,150
True,200,3349.804162979126,150
True,200,3436.249017715454,150
True,200,3463.1693363189697,150
True,200,3196.8233585357666,150
True,200,3433.014154434204,150
True,200,3273.7574577331543,150
True,200,2910.170078277588,150
True,200,3739.5269870758057,150
True,200,3155.393362045288,150
True,200,3702.6538848876953,150
True,200,3329.784631729126,150
True,200,3193.6581134796143,150
True,200,3344.13480758667,150
True,200,3422.9159355163574,150
True,200,3236.4814281463623,150
True,200,3467.7863121032715,150
True,200,3275.2866744995117,150
True,200,3423.445224761963,150
True,200,3230.7381629943848,150
True,200,3503.6444664001465,150
True,200,3228.5549640655518,150
True,200,3430.3040504455566,150
True,200,3358.036756515503,150
True,200,3444.517135620117,150
True,200,3229.2468547821045,150
True,200,3432.8672885894775,150
True,200,3246.504783630371,150
True,200,3459.4411849975586,150
True,200,3197.1023082733154,150
True,200,3468.78981590271,150
True,200,3253.795385360718,150
True,200,3493.278741836548,150
True,200,3197.7031230926514,150
True,200,3412.633180618286,150
True,200,3400.851249694824,150
True,200,3446.1135864257812,150
True,200,3248.5644817352295,150
True,200,3459.5863819122314,150
True,200,3135.7648372650146,150
True,200,3459.3453407287598,150
True,200,3210.1919651031494,150
True,200,3136.403799057007,150
True,200,3604.8755645751953,150
True,200,3349.38907623291,150
True,200,3487.4703884124756,150
True,200,3255.270481109619,150
True,200,3298.931837081909,150
True,200,3234.7733974456787,150
True,200,3415.18235206604,150
True,200,3306.431770324707,150
True,200,3443.812847137451,150
True,200,3183.6044788360596,150
True,200,3449.517011642456,150
True,200,3273.72407913208,150
True,200,3473.601818084717,150
True,200,3196.7897415161133,150
True,200,3510.3671550750732,150
True,200,3238.769769668579,150
True,200,3402.6076793670654,150
True,200,3273.643732070923,150
True,200,3457.6756954193115,150
True,200,3184.8573684692383,150
True,200,3502.4564266204834,150
True,200,3219.7372913360596,150
True,200,3396.761178970337,150
True,200,3287.4152660369873,150
True,200,3449.2738246917725,150
True,200,3226.4111042022705,150
True,200,3475.8052825927734,150
True,200,3306.5428733825684,150
True,200,3423.7890243530273,150
True,200,3293.034076690674,150
True,200,2930.2408695220947,150
True,200,3691.3540363311768,150
True,200,3439.8651123046875,150
True,200,3255.999803543091,150
True,200,3261.0576152801514,150
True,200,3436.4633560180664,150
True,200,3234.863758087158,150
True,200,3480.4279804229736,150
True,200,3239.7212982177734,150
True,200,3386.5010738372803,150
True,200,3286.6811752319336,150
True,200,3512.779712677002,150
True,200,3246.4237213134766,150
True,200,3494.114637374878,150
True,200,3241.986036300659,150
True,200,3437.795400619507,150
True,200,3219.961404800415,150
True,200,3422.114610671997,150
True,200,3235.35418510437,150
True,200,3474.38645362854,150
True,200,3386.868476867676,150
True,200,3405.8830738067627,150
True,200,3140.446186065674,150
True,200,3453.768730163574,150
True,200,3253.9966106414795,150
True,200,3446.81715965271,150
True,200,3310.037612915039,150
True,200,3468.724250793457,150
True,200,3251.894235610962,150
True,200,3466.7460918426514,150
True,200,3214.120388031006,150
True,200,2866.241693496704,150
True,200,3895.650863647461,150
True,200,2969.639301300049,150
True,200,3654.4103622436523,150
True,200,3396.08097076416,150
True,200,3253.8766860961914,150
True,200,3241.530418395996,150
True,200,3449.134111404419,150
True,200,3297.6417541503906,150
True,200,3740.643262863159,150
True,200,3237.6551628112793,150
True,200,3452.2924423217773,150
True,200,3262.049436569214,150
True,200,3373.002052307129,150
True,200,3257.53116607666,150
True,200,3417.8030490875244,150
True,200,3217.0639038085938,150
True,200,3465.3546810150146,150
True,200,3206.759214401245,150
True,200,3462.84818649292,150
True,200,3176.5685081481934,150
True,200,3504.739761352539,150
True,200,3240.7209873199463,150
True,200,3451.6332149505615,150
True,200,3293.046236038208,150
True,200,3399.646043777466,150
True,200,3199.3393898010254,150
True,200,3455.1706314086914,150
True,200,3231.6277027130127,150
True,200,3465.372085571289,150
True,200,3362.365245819092,150
True,200,2943.685531616211,150
True,200,3606.6746711730957,150
True,200,3404.6311378479004,150
True,200,3294.2137718200684,150
True,200,3253.4873485565186,150
True,200,3462.3937606811523,150
True,200,3242.42901802063,150
True,200,3444.6446895599365,150
True,200,3224.5914936065674,150
True,200,3464.202642440796,150
True,200,3262.226343154907,150
True,200,3448.578357696533,150
True,200,3232.8407764434814,150
True,200,3518.2583332061768,150
True,200,3522.430658340454,150
True,200,3383.894443511963,150
True,200,3098.1502532958984,150
True,200,3453.2735347747803,150
True,200,3248.927593231201,150
True,200,3456.705093383789,150
True,200,3274.667501449585,150
True,200,3433.8791370391846,150
True,200,3235.1293563842773,150
True,200,3454.1728496551514,150
True,200,3260.650873184204,150
True,200,3496.9544410705566,150
True,200,3225.8338928222656,150
True,200,3363.7025356292725,150
True,200,3216.834545135498,150
True,200,3446.6938972473145,150
True,200,3227.604389190674,150
True,200,3423.488140106201,150
True,200,3248.5227584838867,150
True,200,3043.6720848083496,150
True,200,3740.175724029541,150
True,200,3187.2456073760986,150
True,200,3528.9595127105713,150
True,200,3330.4667472839355,150
True,200,3343.554735183716,150
True,200,3618.915796279907,150
True,200,4076.2083530426025,150
True,200,2862.2829914093018,150
True,200,3814.9263858795166,150
True,200,3098.97518157959,150
True,200,3598.6058712005615,150
True,200,3374.0170001983643,150
True,200,3325.2358436584473,150
True,200,3514.1172409057617,150
True,200,4484.265089035034,150
True,200,1730.536699295044,62
True,200,3402.0655155181885,150
True,200,3839.9035930633545,150
True,200,3427.725076675415,150
True,200,3270.3635692596436,150
True,200,3529.827117919922,150
True,200,3296.2586879730225,150
True,200,3422.0728874206543,150
True,200,3146.524667739868,150
True,200,3494.7683811187744,150
True,200,3262.8276348114014,150
True,200,3433.2704544067383,150
True,200,3231.605291366577,150
True,200,3428.6577701568604,150
True,200,3235.3060245513916,150
True,200,3444.4193840026855,150
True,200,3236.9701862335205,150
True,200,3437.1674060821533,150
True,200,3307.831048965454,150
True,200,3455.6238651275635,150
True,200,3260.636329650879,150
True,200,2496.6697692871094,90
True,200,3247.7729320526123,150
True,200,3404.808282852173,150
True,200,3264.420747756958,150
True,200,3481.755256652832,150
True,200,3158.611297607422,150
True,200,3460.674524307251,150
True,200,3311.92946434021,150
True,200,3394.8144912719727,150
True,200,3237.365484237671,150
True,200,3462.329149246216,150
True,200,3263.601303100586,150
True,200,3455.2457332611084,150
True,200,3230.809450149536,150
True,200,1776.0775089263916,64
True,200,3508.8460445404053,150
True,200,4005.825996398926,150
True,200,3392.5914764404297,150
True,200,3176.1248111724854,150
True,200,3456.087112426758,150
True,200,1974.1575717926025,60
True,200,3254.270076751709,150
True,200,3156.147241592407,150
True,200,4063.3363723754883,150
True,200,3327.103614807129,150
True,200,3363.2402420043945,150
True,200,3258.0878734588623,150
True,200,3406.846046447754,150
True,200,3253.2269954681396,150
True,200,3460.4291915893555,150
True,200,3216.635227203369,150
True,200,3412.6508235931396,150
True,200,3215.013027191162,150
True,200,3484.905958175659,150
True,200,3301.9039630889893,150
True,200,3464.0276432037354,150
True,200,3297.9400157928467,150
True,200,3414.2754077911377,150
True,200,3215.359687805176,150
True,200,3455.3308486938477,150
True,200,3251.688003540039,150
True,200,3406.4903259277344,150
True,200,3217.5822257995605,150
True,200,3588.8917446136475,150
True,200,3223.428726196289,150
True,200,3436.478853225708,150
True,200,3278.6362171173096,150
True,200,3437.964677810669,150
True,200,3244.196653366089,150
True,200,3488.604784011841,150
True,200,3179.89182472229,150
True,200,2874.8691082000732,150
True,200,3855.5870056152344,150
True,200,3077.409029006958,150
True,200,3620.1932430267334,150
True,200,3390.434741973877,150
True,200,3276.5820026397705,150
True,200,3236.1807823181152,150
True,200,3453.702449798584,150
True,200,3229.703187942505,150
True,200,3488.7566566467285,150
True,200,3206.9172859191895,150
True,200,3462.4979496002197,150
True,200,3227.4534702301025,150
True,200,3479.083776473999,150
True,200,3233.7825298309326,150
True,200,3476.447582244873,150
True,200,3201.13205909729,150
True,200,3605.4859161376953,150
True,200,3297.9071140289307,150
True,200,3256.256103515625,150
True,200,3201.853036880493,150
True,200,3509.498357772827,150
True,200,3242.7148818969727,150
True,200,3362.0381355285645,150
True,200,3308.3407878875732,150
True,200,3455.806016921997,150
True,200,3248.9919662475586,150
True,200,3430.6328296661377,150
True,200,3258.7785720825195,150
True,200,3513.1959915161133,150
True,200,3298.746347427368,150
True,200,3386.3749504089355,150
True,200,3295.6156730651855,150
True,200,2859.8389625549316,150
True,200,3720.8375930786133,150
True,200,3171.877384185791,150
True,200,3573.690176010132,150
True,200,3324.40447807312,150
True,200,3306.739330291748,150
True,200,3283.311605453491,150
True,200,3470.4039096832275,150
True,200,3230.3128242492676,150
True,200,3423.5033988952637,150
True,200,3268.310785293579,150
True,200,3484.6627712249756,150
True,200,3173.6855506896973,150
True,200,3441.8814182281494,150
True,200,3228.1899452209473,150
True,200,3439.136505126953,150
True,200,3339.177370071411,150
True,200,3451.418876647949,150
True,200,3210.1471424102783,150
True,200,3458.0938816070557,150
True,200,3240.8993244171143,150
True,200,3414.2520427703857,150
True,200,3304.488182067871,150
True,200,3484.1136932373047,150
True,200,3224.68900680542,150
True,200,3452.4078369140625,150
True,200,3213.757038116455,150
True,200,3481.7898273468018,150
True,200,3255.6142807006836,150
True,200,3462.287187576294,150
True,200,3286.8404388427734,150
True,200,3417.288303375244,150
True,200,3179.8863410949707,150
True,200,2978.7278175354004,150
True,200,3682.673215866089,150
True,200,3187.2777938842773,150
True,200,3593.8539505004883,150
True,200,3327.5766372680664,150
True,200,3296.590566635132,150
True,200,3270.656108856201,150
True,200,3440.516948699951,150
True,200,3197.8352069854736,150
True,200,3458.644151687622,150
True,200,3268.1729793548584,150
True,200,3414.5710468292236,150
True,200,2084.6667289733887,64
True,200,3109.208106994629,150
True,200,3660.3569984436035,150
True,200,3491.2588596343994,150
True,200,3664.872884750366,150
True,200,4463.299989700317,150
True,200,3423.473358154297,150
True,200,3178.5354614257812,150
True,200,3455.876588821411,150
True,200,3314.164400100708,150
True,200,2884.0699195861816,150
True,200,3731.931447982788,150
True,200,3168.0634021759033,150
True,200,3543.067693710327,150
True,200,3402.350902557373,150
True,200,3339.9038314819336,150
True,200,3498.7387657165527,150
True,200,4564.486742019653,150
True,200,3470.8876609802246,150
True,200,3207.0937156677246,150
True,200,3461.7323875427246,150
True,200,3192.296028137207,150
True,200,2898.289442062378,150
True,200,3837.4316692352295,150
True,200,3098.8028049468994,150
True,200,3628.295660018921,150
True,200,3365.7827377319336,150
True,200,3235.987901687622,150
True,200,3211.0800743103027,150
True,200,3456.146001815796,150
True,200,3403.1853675842285,150
True,200,3441.89453125,150
True,200,3221.8847274780273,150
True,200,3457.660913467407,150
True,200,1765.0892734527588,64
True,200,3527.503728866577,150
True,200,3714.925527572632,150
True,200,3440.380573272705,150
True,200,3195.3940391540527,150
True,200,3469.634532928467,150
True,200,3235.0378036499023,150
True,200,3423.9587783813477,150
True,200,3262.1841430664062,150
True,200,3492.856979370117,150
True,200,3341.8915271759033,150
True,200,2871.7734813690186,150
True,200,3811.8789196014404,150
True,200,3076.7078399658203,150
True,200,3544.481039047241,150
True,200,3306.6043853759766,150
True,200,3477.508783340454,150
True,200,3450.472831726074,150
True,200,4592.68856048584,150
True,200,3519.3045139312744,150
True,200,3253.755569458008,150
True,200,3442.5580501556396,150
True,200,3192.829370498657,150
True,200,3450.2036571502686,150
True,200,3416.736841201782,150
True,200,2840.402841567993,150
True,200,3666.1605834960938,150
True,200,3245.668888092041,150
True,200,3509.1049671173096,150
True,200,3310.389518737793,150
True,200,3396.719217300415,150
True,200,3282.4270725250244,150
True,200,3478.8520336151123,150
