ok,status,latency_ms,tokens_generated
True,200,5491.057634353638,150
True,200,8927.48999595642,150
True,200,12358.96897315979,150
True,200,15872.41530418396,150
True,200,13825.411796569824,150
True,200,13783.852577209473,150
True,200,13833.533525466919,150
True,200,13902.614116668701,150
True,200,13906.307935714722,150
True,200,14224.965333938599,150
True,200,13965.542078018188,150
True,200,13839.019775390625,150
True,200,13836.365699768066,150
True,200,13575.65689086914,150
True,200,13777.276039123535,150
True,200,13700.773477554321,150
True,200,13703.956365585327,150
True,200,13585.86049079895,150
True,200,13635.0998878479,150
True,200,13687.9243850708,150
