ok,status,latency_ms,tokens_generated
True,200,3340.0967121124268,150
True,200,3339.848518371582,150
True,200,6574.6009349823,150
True,200,6595.151662826538,150
True,200,6805.584907531738,150
True,200,6806.0455322265625,150
True,200,7116.811275482178,150
True,200,7092.581033706665,150
True,200,6761.9788646698,150
True,200,6831.710577011108,150
True,200,6671.707391738892,150
True,200,6721.974849700928,150
True,200,7055.367708206177,150
True,200,7124.899625778198,150
True,200,6904.980182647705,150
True,200,6883.723497390747,150
True,200,6717.749357223511,150
True,200,6724.164724349976,150
True,200,7124.5574951171875,150
True,200,7153.980255126953,150
True,200,6907.126665115356,150
True,200,6916.210412979126,150
True,200,6702.421188354492,150
True,200,6705.692768096924,150
True,200,6880.600690841675,150
True,200,6922.736406326294,150
True,200,6899.322271347046,150
True,200,6923.869371414185,150
True,200,6894.337177276611,150
True,200,6979.591131210327,150
