ok,status,latency_ms,tokens_generated
True,200,3087.022542953491,150
True,200,3253.052234649658,150
True,200,3398.2207775115967,150
True,200,3428.9300441741943,150
True,200,3481.7895889282227,150
True,200,3470.2301025390625,150
True,200,3442.18111038208,150
True,200,3448.620557785034,150
True,200,3462.7649784088135,150
True,200,3458.6312770843506,150
True,200,3445.9259510040283,150
True,200,3428.966283798218,150
True,200,3455.841541290283,150
True,200,3453.0391693115234,150
True,200,3420.7286834716797,150
True,200,3442.955493927002,150
True,200,3485.564947128296,150
True,200,3468.567132949829,150
True,200,3451.9588947296143,150
True,200,3468.381643295288,150
True,200,1907.4640274047852,64
True,200,3461.030960083008,150
True,200,4024.488925933838,150
True,200,3431.0104846954346,150
True,200,3455.2042484283447,150
True,200,3459.9692821502686,150
True,200,3459.6962928771973,150
True,200,3445.6491470336914,150
True,200,3468.7514305114746,150
True,200,3476.6461849212646,150
True,200,3118.4346675872803,150
True,200,3442.3511028289795,150
True,200,4247.1513748168945,150
True,200,3462.7938270568848,150
True,200,3470.0605869293213,150
True,200,3445.942163467407,150
True,200,3447.9095935821533,150
True,200,3456.815242767334,150
True,200,3460.299015045166,150
True,200,3442.8436756134033,150
True,200,3443.4547424316406,150
True,200,3469.8269367218018,150
True,200,3429.2917251586914,150
True,200,3490.0243282318115,150
True,200,3446.7592239379883,150
True,200,3461.4131450653076,150
True,200,3417.0749187469482,150
True,200,3458.002805709839,150
True,200,3472.1758365631104,150
True,200,3457.758903503418,150
True,200,3457.7629566192627,150
True,200,3484.9138259887695,150
True,200,3487.1950149536133,150
True,200,3458.5392475128174,150
True,200,3432.6655864715576,150
True,200,3430.102586746216,150
True,200,3451.141834259033,150
True,200,3449.3801593780518,150
True,200,3433.048725128174,150
True,200,3457.376003265381,150
