ok,status,latency_ms,tokens_generated
True,200,4263.23938369751,150
True,200,4390.562057495117,150
True,200,3231.194257736206,150
True,200,3428.919792175293,150
True,200,3170.450448989868,150
True,200,3472.545862197876,150
True,200,3239.370107650757,150
True,200,3456.1502933502197,150
True,200,3268.810272216797,150
True,200,3511.2478733062744,150
True,200,3322.101831436157,150
True,200,3426.281452178955,150
True,200,3254.359722137451,150
True,200,3555.694341659546,150
True,200,3239.811420440674,150
True,200,3542.205810546875,150
True,200,3213.064193725586,150
True,200,3487.7007007598877,150
True,200,3286.9246006011963,150
True,200,3425.5402088165283,150
