ok,status,latency_ms,tokens_generated
True,200,3426.0056018829346,150
True,200,3487.8549575805664,150
True,200,4587.65435218811,150
True,200,6905.841588973999,150
True,200,3512.2992992401123,150
True,200,4722.3961353302,150
True,200,3637.7975940704346,150
True,200,5955.493211746216,150
True,200,4762.680768966675,150
True,200,5782.506227493286,150
True,200,3449.0766525268555,150
True,200,4433.582544326782,150
True,200,5557.556867599487,150
True,200,3312.7665519714355,150
True,200,4659.377574920654,150
True,200,5698.524236679077,150
True,200,3564.4586086273193,150
True,200,4528.981447219849,150
True,200,5495.639085769653,150
True,200,3532.860040664673,150
True,200,4477.332830429077,150
True,200,5789.195537567139,150
True,200,3538.1760597229004,150
True,200,4601.861238479614,150
True,200,3627.448081970215,150
True,200,5961.9810581207275,150
True,200,4516.707420349121,150
True,200,3288.257598876953,150
True,200,5769.38796043396,150
True,200,4452.71897315979,150
